,Company Name,Continent,Country,Visit ID,Visitor ID,Channel Group,Channel Medium,User Identification,Visit Date,Visit Start Time,Time on Site,Visits,Hits,Page Views,Event_buttonclick,Downloads,Video Views,Web Pages
7314,Small-Whitaker,AS,Sri Lanka,4920675865,08037797757692,Paid Search,Google,Known Visitior,2023-07-10,15:31:14,94,91,175,12,104,3,1,fakepage.co.uk/main
7315,"Lane, Brown and Ward",EU,Monaco,0289144206,06322003449453,Paid Search,Google,IP Address,2023-06-10,08:32:29,66,1,2,1,1,0,0,fakepage.co.uk/main
7316,,NA,Anguilla,9442989600,18549426027618,Direct,None,IP Address,2023-08-05,13:22:05,94,1,2,1,1,0,0,fakepage.co.uk/main
7317,,NA,United States,4202472964,94232342410562,Organic Social,LinkedIn,Known Visitior,2023-10-05,20:02:50,55,2,3,1,2,0,0,fakepage.co.uk/products
7318,Anderson and Sons,AS,Azerbaijan,6894782397,87368269750890,Email,Newsletter,IP Address,2023-03-28,09:56:11,15,1,2,1,1,0,0,fakepage.co.uk/products
7319,Robbins Inc,EU,Denmark,8861694717,81092778868182,Paid Search,Bing,IP Address,2023-06-20,18:06:49,70,1,2,1,1,0,0,fakepage.co.uk/products
7320,Chan-Velasquez,AS,Oman,2817126318,44158847953051,Organic Social,LinkedIn,IP Address,2023-09-15,23:05:29,32,1,2,1,1,0,0,fakepage.co.uk/products
7321,"Carrillo, Leonard and Wolf",EU,North Macedonia,7738786755,13341491262484,Paid Search,Google,IP Address,2023-12-25,20:56:27,84,1,2,1,1,0,0,fakepage.co.uk/products
7322,Mcclure PLC,NA,Cayman Islands,6633283106,80782340023317,Email,Targeted Ad,IP Address,2023-08-26,18:13:54,15,1,2,1,1,0,0,fakepage.co.uk/main
7323,,NA,Saint Martin (French part),8566167925,23807615925339,Paid Search,Google,IP Address,2023-03-29,23:44:41,66,1,2,1,1,0,0,fakepage.co.uk/products
7324,Johnson Ltd,NA,Barbados,7676553120,14121641011336,Paid Search,Google,Known Visitior,2023-04-03,19:25:07,18,9,11,4,7,0,0,fakepage.co.uk/main
7325,Davis-Flores,EU,Norway,7293693767,84421687797739,Organic Search,Google,Marketo,2023-07-10,04:19:24,68,4,8,1,6,1,0,fakepage.co.uk/aboutus
7326,Powell Group,EU,Andorra,7516577245,47915127471501,Direct,None,Marketo,2023-02-11,19:01:39,205,2,4,1,3,0,0,fakepage.co.uk/main
7327,,NA,Barbados,3235612363,58945856455836,Paid Search,Google,Known Visitior,2023-03-01,19:11:47,69,4,5,1,4,0,0,fakepage.co.uk/main
7328,Compton and Sons,EU,Norway,5316088749,67121390872395,Paid Search,Google,Known Visitior,2023-11-22,21:56:55,48,53,98,11,68,1,4,fakepage.co.uk/main
7329,,NA,Dominica,9022156515,76313863774836,Email,Newsletter,Known Visitior,2023-08-23,07:54:16,26,29,52,13,36,1,2,fakepage.co.uk/main
7330,,EU,Germany,4572411952,79842816093860,Paid Search,Google,IP Address,2023-06-14,12:51:18,79,1,2,1,1,0,0,fakepage.co.uk/main
7331,"Dunlap, Reid and Cline",NA,Puerto Rico,8241458161,49374251320028,Email,Newsletter,Known Visitior,2023-09-09,09:26:23,28,2,4,1,3,0,0,fakepage.co.uk/boom
7332,,EU,Albania,9481902949,75751604704222,Direct,None,IP Address,2023-01-17,16:05:45,82,1,2,1,1,0,0,fakepage.co.uk/products
7333,,NA,Greenland,8958938543,36229710629075,Organic Search,Google,IP Address,2023-05-06,15:03:30,144,1,2,1,1,0,0,fakepage.co.uk/main
7334,,EU,Serbia,6279603440,36887173644763,Organic Search,Google,IP Address,2023-01-18,10:27:07,15,1,2,1,1,0,0,fakepage.co.uk/aboutus
7335,,NA,El Salvador,2584557806,03391100878323,Paid Search,Google,IP Address,2023-06-09,11:17:34,99,1,2,1,1,0,0,fakepage.co.uk/boom
7336,,EU,Poland,3149860845,92077355085273,Direct,None,Marketo,2023-11-01,00:16:54,51,2,4,1,3,0,0,fakepage.co.uk/main
7337,"Watts, Watson and Glass",EU,Serbia,1086537659,07436789508273,Paid Search,Bing,Known Visitior,2023-01-29,09:08:08,16,6,11,6,4,1,0,fakepage.co.uk/aboutus
7338,Mitchell-Jones,EU,Serbia,7835882820,75711118300705,Direct,None,Known Visitior,2023-09-30,07:38:03,43,16,21,8,11,1,1,fakepage.co.uk/main
7339,Reynolds-Monroe,EU,Åland Islands,0358741745,94536997531538,Paid Search,Google,IP Address,2023-02-26,03:24:20,94,1,2,1,1,0,0,fakepage.co.uk/main
7340,Kirk-Watson,EU,Romania,9829871204,97197311519388,Direct,None,IP Address,2023-06-09,22:38:04,73,1,2,1,1,0,0,fakepage.co.uk/main
7341,,EU,Spain,1245735072,99623772719697,Organic Search,Bing,IP Address,2023-07-25,13:24:06,50,1,2,1,1,0,0,fakepage.co.uk/products
7342,"Adams, Flynn and Walker",EU,Norway,9713011434,51068447053898,Paid Search,Google,Marketo,2023-04-05,05:17:09,108,9,12,3,5,1,1,fakepage.co.uk/main
7343,Fowler-Ruiz,NA,"Virgin Islands, British",0820594930,90756470256073,Paid Search,Google,Marketo,2023-03-08,20:38:19,132,9,11,5,4,1,1,fakepage.co.uk/main
7344,Barker-Horn,EU,Austria,3349106939,74814105933432,Organic Search,Google,Known Visitior,2023-10-28,17:22:27,15,7,13,5,3,1,2,fakepage.co.uk/products
7345,"Morton, Klein and Turner",EU,Russian Federation,2765905856,15018590931825,Paid Search,Google,IP Address,2023-06-07,06:22:12,31,1,2,1,1,0,0,fakepage.co.uk/aboutus
7346,,EU,Luxembourg,9446277270,93710710539844,Paid Search,Bing,IP Address,2023-01-06,09:42:59,63,1,2,1,1,0,0,fakepage.co.uk/main
7347,Douglas-Russell,NA,Panama,8939919661,44450383464124,Direct,None,Known Visitior,2023-10-12,02:05:20,79,21,23,4,15,1,2,fakepage.co.uk/aboutus
7348,"Elliott, Galvan and Sutton",AS,British Indian Ocean Territory,9747435421,33463593475506,Direct,None,Known Visitior,2023-10-11,07:01:17,36,3,4,1,3,0,0,fakepage.co.uk/main
7349,"Anderson, Lewis and Allen",NA,Guadeloupe,5440266945,83073119118909,Direct,None,IP Address,2023-01-08,00:49:28,61,1,2,1,1,0,0,fakepage.co.uk/main
7350,Moore LLC,EU,Isle of Man,4281394446,94546492406258,Email,Newsletter,IP Address,2023-05-19,15:58:08,90,1,2,1,1,0,0,fakepage.co.uk/products
7351,Castro-Williams,EU,"Moldova, Republic of",7413995953,02601462281214,Paid Search,Google,IP Address,2023-09-26,16:09:43,94,1,2,1,1,0,0,fakepage.co.uk/main
7352,"Burgess, Butler and Howell",EU,Åland Islands,8542957949,83477756595465,Paid Search,Google,Known Visitior,2023-02-13,18:21:46,41,5,6,1,5,0,0,fakepage.co.uk/boom
7353,,EU,Denmark,8665245870,41275845778989,Direct,None,Known Visitior,2023-07-25,15:17:06,93,2,4,1,2,1,0,fakepage.co.uk/products
7354,,EU,"Moldova, Republic of",1907243851,78651363414647,Email,Newsletter,Known Visitior,2023-09-15,00:37:51,101,4,7,1,3,1,2,fakepage.co.uk/main
7355,Morales PLC,NA,Barbados,2097726890,97895318347322,Organic Search,Google,Known Visitior,2023-12-29,00:49:00,159,5,8,1,2,3,2,fakepage.co.uk/main
7356,"Farmer, Perez and Neal",EU,Malta,8289545919,62084185296753,Paid Search,Google,Known Visitior,2023-10-22,00:52:20,15,4,6,1,2,1,1,fakepage.co.uk/main
7357,Hanson LLC,EU,Slovakia,9876327367,62798263134275,Paid Search,Google,Marketo,2023-05-04,10:25:42,57,15,20,5,12,3,0,fakepage.co.uk/main
7358,Ochoa LLC,NA,Saint Lucia,8325086052,42344993821729,Direct,None,Known Visitior,2023-08-12,00:05:19,72,13,16,4,12,0,0,fakepage.co.uk/main
7359,Smith-Snyder,EU,Bosnia and Herzegovina,1732745775,83307524656237,Email,Targeted Ad,Known Visitior,2023-03-29,22:31:24,121,14,21,7,10,2,2,fakepage.co.uk/main
7360,Wilkinson-Sanchez,NA,Saint Barthélemy,9646054975,98272899283953,Organic Search,Google,Known Visitior,2023-11-22,04:51:17,48,8,12,6,3,2,1,fakepage.co.uk/main
7361,Patel Ltd,NA,Turks and Caicos Islands,8765658411,93140649278597,Paid Search,Google,Marketo,2023-05-09,11:09:46,57,3,6,1,2,3,0,fakepage.co.uk/main
7362,,EU,Luxembourg,7279452908,95105524170974,Paid Search,Google,Known Visitior,2023-08-29,16:17:29,17,2,4,1,3,0,0,fakepage.co.uk/products
7363,"Newman, Fuller and Castillo",AS,Kuwait,9787093451,24951602725601,Paid Search,Google,Known Visitior,2023-10-23,16:52:53,15,2,4,1,2,1,0,fakepage.co.uk/products
7364,Gilbert LLC,NA,Turks and Caicos Islands,0083052885,03776664611336,Paid Search,Bing,Known Visitior,2023-07-16,20:29:06,71,7,9,1,6,1,1,fakepage.co.uk/main
7365,Williams-Nelson,EU,France,1274387828,81926623701192,Referral,Otherwebsite_placeholder,Known Visitior,2023-01-21,06:27:47,27,8,13,9,2,1,1,fakepage.co.uk/main
7366,"Hickman, Davis and Wilson",EU,Bosnia and Herzegovina,7053049868,96963177771837,Email,Newsletter,Marketo,2023-08-29,22:12:08,34,7,10,5,2,3,0,fakepage.co.uk/products
7367,Harper LLC,EU,Germany,1654941364,75447745068392,Email,Promo-Campaign,IP Address,2023-01-22,01:15:39,38,1,2,1,1,0,0,fakepage.co.uk/main
7368,Knapp Ltd,NA,Martinique,1222869554,09663494986709,Email,Targeted Ad,Known Visitior,2023-03-15,10:26:42,23,3,4,1,2,1,0,fakepage.co.uk/aboutus
7369,Oneill-Gay,EU,Hungary,6406515679,91456119436391,Email,Promo-Campaign,IP Address,2023-05-22,13:19:35,22,1,2,1,1,0,0,fakepage.co.uk/boom
7370,Melton-Alexander,EU,Belarus,2379936503,80864178620093,Organic Search,Bing,IP Address,2023-03-10,04:52:00,98,1,2,1,1,0,0,fakepage.co.uk/main
7371,,EU,Albania,3407085009,52799268891162,Paid Search,Google,Known Visitior,2023-03-16,17:23:10,15,7,10,10,10,1,1,fakepage.co.uk/main
7372,,EU,Portugal,2075057151,32133833910980,Paid Search,Google,IP Address,2023-10-16,02:00:31,48,1,2,1,1,0,0,fakepage.co.uk/main
7373,Chavez-Ward,NA,Antigua and Barbuda,3924667741,95055339691064,Organic Search,Google,Known Visitior,2023-07-08,22:08:24,15,4,8,1,4,3,0,fakepage.co.uk/main
7374,Burke and Sons,AS,Jordan,7695232344,98946939151547,Organic Search,Google,IP Address,2023-04-30,06:11:47,63,1,2,1,1,0,0,fakepage.co.uk/main
7375,Erickson Inc,AS,Türkiye,7136598983,18736124002433,Organic Search,Google,Known Visitior,2023-03-04,12:03:28,118,12,14,5,5,1,1,fakepage.co.uk/main
7376,"Johnson, Ochoa and Hodge",AS,Thailand,3365672083,38930060694835,Paid Search,Google,IP Address,2023-12-05,17:43:26,135,1,2,1,1,0,0,fakepage.co.uk/main
7377,"Carney, Peterson and Alexander",EU,Åland Islands,7017284643,69846581974981,Email,Targeted Ad,IP Address,2023-07-30,07:25:26,115,1,2,1,1,0,0,fakepage.co.uk/products
7378,,EU,Faroe Islands,4334893609,35259851242402,Organic Search,Google,Known Visitior,2023-02-02,23:35:05,74,50,96,12,14,2,3,fakepage.co.uk/main
7379,,NA,Anguilla,8821102313,10893027971069,Paid Search,Google,IP Address,2023-10-03,02:13:46,15,1,2,1,1,0,0,fakepage.co.uk/main
7380,Bradley Inc,NA,Mexico,5380646930,05812794700838,Paid Search,Google,Marketo,2023-12-30,04:43:11,93,14,16,7,4,1,2,fakepage.co.uk/main
7381,,EU,Estonia,4504704755,10973601221933,Paid Search,Bing,Known Visitior,2023-05-20,05:33:24,130,35,61,10,38,3,2,fakepage.co.uk/products
7382,,NA,Antigua and Barbuda,8105556774,30441606011867,Paid Search,Bing,IP Address,2023-09-10,08:30:02,90,1,2,1,1,0,0,fakepage.co.uk/main
7383,Flores-Henry,EU,Netherlands,9270028294,63156220857140,Paid Search,Google,IP Address,2023-10-02,11:35:24,98,1,2,1,1,0,0,fakepage.co.uk/main
7384,French-Jones,EU,Serbia,8131464432,85429474052449,Referral,Partner-site,Known Visitior,2023-07-15,02:26:04,87,2,3,1,2,0,0,fakepage.co.uk/products
7385,,AS,Armenia,4753425777,76353140409962,Paid Search,Google,Marketo,2023-12-28,15:58:09,88,2,3,1,2,0,0,fakepage.co.uk/products
7386,,EU,Åland Islands,1609420729,39379344014900,Paid Search,Google,Known Visitior,2023-08-16,14:54:17,53,2,3,1,2,0,0,fakepage.co.uk/products
7387,Perez and Sons,EU,Latvia,6553882293,66809730394884,Direct,None,Known Visitior,2023-12-29,20:43:00,107,6,8,1,3,2,1,fakepage.co.uk/products
7388,"Paul, Klein and Peters",EU,Poland,9384657341,02005869827919,Email,Newsletter,IP Address,2023-12-12,22:24:48,63,1,2,1,1,0,0,fakepage.co.uk/boom
7389,Williams-Bell,AS,Bahrain,9681512236,44570063437017,Organic Social,Twitter,IP Address,2023-10-24,14:35:03,44,1,2,1,1,0,0,fakepage.co.uk/main
7390,Howe-Tucker,EU,Jersey,0821671394,69401584268885,Paid Search,Google,Marketo,2023-09-04,08:33:16,111,2,3,1,2,0,0,fakepage.co.uk/boom
7391,,AS,Pakistan,8278427427,70122254666486,Paid Search,Bing,IP Address,2023-02-04,00:03:56,121,1,2,1,1,0,0,fakepage.co.uk/main
7392,Mays-Smith,AS,Azerbaijan,9881190216,07869171980226,Direct,None,Known Visitior,2023-05-22,14:34:25,18,5,8,1,3,2,2,fakepage.co.uk/products
7393,"Hoffman, Thompson and Watson",EU,Jersey,2592211770,48357770308223,Email,Targeted Ad,IP Address,2023-11-12,13:48:36,53,1,2,1,1,0,0,fakepage.co.uk/main
7394,Bates and Sons,EU,Lithuania,8435095561,45605270090019,Referral,Otherwebsite_placeholder,IP Address,2023-12-07,16:05:36,168,1,2,1,1,0,0,fakepage.co.uk/products
7395,Smith-Johnson,NA,Canada,5027101481,42482901516971,Paid Search,Bing,IP Address,2023-10-08,12:08:55,79,1,2,1,1,0,0,fakepage.co.uk/boom
7396,,NA,Grenada,7819569341,40606323995844,Referral,Partner-site,Known Visitior,2023-03-13,12:05:19,15,3,6,1,3,2,0,fakepage.co.uk/main
7397,"Mann, Shelton and Garcia",NA,Turks and Caicos Islands,1205701063,03213014626656,Paid Search,Google,IP Address,2023-02-08,21:24:05,62,1,2,1,1,0,0,fakepage.co.uk/boom
7398,Martinez-Turner,EU,Liechtenstein,2679583355,56711052931243,Direct,None,IP Address,2023-05-02,21:15:00,27,1,2,1,1,0,0,fakepage.co.uk/main
7399,Summers PLC,NA,Saint Vincent and the Grenadines,2344454697,01473122856631,Organic Search,Google,Known Visitior,2023-01-16,21:34:17,15,2,4,1,3,0,0,fakepage.co.uk/boom
7400,,EU,Iceland,4125313014,52807996458575,Paid Search,Google,Known Visitior,2023-02-07,06:51:44,15,2,3,1,2,0,0,fakepage.co.uk/main
7401,Day-Blair,EU,Luxembourg,7963388073,96165757155674,Organic Search,Bing,Known Visitior,2023-04-06,05:23:19,77,8,16,8,8,0,0,fakepage.co.uk/main
7402,Davis Inc,EU,Monaco,5427197767,57113097183926,Organic Search,Google,IP Address,2023-11-09,21:24:31,49,1,2,1,1,0,0,fakepage.co.uk/products
7403,,EU,Liechtenstein,7578643004,73010283818149,Direct,None,Known Visitior,2023-10-09,07:59:29,23,4,7,1,4,1,1,fakepage.co.uk/products
7404,Barnes PLC,EU,Iceland,3078391795,70228663396516,Paid Search,Google,Known Visitior,2023-02-14,22:44:36,105,10,13,3,10,0,0,fakepage.co.uk/aboutus
7405,,AS,Türkiye,1958670803,97158637918572,Paid Search,Google,Known Visitior,2023-02-17,23:53:44,110,19,27,11,16,0,0,fakepage.co.uk/main
7406,Peterson and Sons,AS,United Arab Emirates,2648695905,12027140489558,Paid Search,Google,IP Address,2023-11-05,09:10:41,124,1,2,1,1,0,0,fakepage.co.uk/main
7407,,NA,Saint Barthélemy,2496781982,02640717421536,Direct,None,IP Address,2023-02-08,09:17:52,116,1,2,1,1,0,0,fakepage.co.uk/products
7408,Lynch-Andrade,EU,Germany,1368866820,87597644958258,Paid Search,Google,IP Address,2023-11-13,05:57:39,23,1,2,1,1,0,0,fakepage.co.uk/main
7409,Anderson-Kaufman,NA,Saint Barthélemy,9973375958,91079605882116,Organic Search,Google,Known Visitior,2023-03-28,02:48:35,63,12,21,4,14,1,1,fakepage.co.uk/aboutus
7410,"Perez, Phillips and Cohen",EU,Lithuania,4484895923,35651386324295,Direct,None,Marketo,2023-05-08,13:00:31,31,54,62,7,12,2,1,fakepage.co.uk/main
7411,Quinn Group,EU,Isle of Man,4766684880,84688525968692,Organic Search,Google,Marketo,2023-11-08,05:26:50,95,14,17,5,12,0,0,fakepage.co.uk/main
7412,Tucker PLC,EU,Hungary,5211719298,87125874239773,Paid Search,Google,IP Address,2023-12-12,13:25:30,146,1,2,1,1,0,0,fakepage.co.uk/main
7413,Brown Group,EU,Serbia,5147798187,48697413113483,Direct,None,Marketo,2023-02-26,01:38:56,15,27,48,11,10,3,2,fakepage.co.uk/products
7414,"Moss, Flowers and Monroe",NA,Bermuda,5220191136,86693272678758,Paid Search,Google,IP Address,2023-09-20,03:55:24,107,1,2,1,1,0,0,fakepage.co.uk/products
7415,"Fields, Madden and Campbell",EU,Netherlands,8417522575,06724982238118,Direct,None,Known Visitior,2023-07-01,13:08:19,79,2,3,1,2,0,0,fakepage.co.uk/boom
7416,,NA,Guatemala,3653422556,12465987275795,Paid Search,Google,IP Address,2023-07-21,17:24:18,15,1,2,1,1,0,0,fakepage.co.uk/main
7417,,EU,Norway,7773621129,12834070853202,Organic Search,Google,IP Address,2023-05-07,12:01:52,15,1,2,1,1,0,0,fakepage.co.uk/boom
7418,Martin-Christensen,EU,San Marino,0361470585,09942036279462,Paid Search,Google,IP Address,2023-12-08,08:33:55,84,1,2,1,1,0,0,fakepage.co.uk/main
7419,Mullins LLC,EU,San Marino,3928649857,55537562488584,Paid Search,Google,IP Address,2023-04-03,20:13:39,82,1,2,1,1,0,0,fakepage.co.uk/main
7420,Bernard PLC,EU,Norway,4428653160,68578064728815,Paid Search,Google,Known Visitior,2023-12-31,22:24:56,15,2,3,1,2,0,0,fakepage.co.uk/products
7421,Perkins-Carpenter,NA,"Virgin Islands, British",0706873322,32984833475207,Direct,None,Known Visitior,2023-03-30,15:29:41,47,2,3,1,2,0,0,fakepage.co.uk/aboutus
7422,,EU,Bulgaria,2575061259,13121855380570,Paid Search,Bing,IP Address,2023-07-30,13:09:32,63,1,2,1,1,0,0,fakepage.co.uk/main
7423,Johnson PLC,NA,Greenland,2062999055,93863551521847,Organic Search,Google,IP Address,2023-02-06,05:23:36,15,1,2,1,1,0,0,fakepage.co.uk/products
7424,,AS,Bahrain,8763051489,75093836025132,Referral,Partner-site,IP Address,2023-08-05,10:36:34,104,1,2,1,1,0,0,fakepage.co.uk/main
7425,Cuevas and Sons,EU,Faroe Islands,2574940369,94406074677206,Organic Search,Google,Marketo,2023-04-29,02:50:14,42,10,11,6,2,3,0,fakepage.co.uk/boom
7426,Wells-Dunn,AS,Israel,4443036262,53753953062021,Email,Newsletter,Known Visitior,2023-04-22,22:29:04,61,25,44,14,15,3,4,fakepage.co.uk/main
7427,Jacobs-Davis,EU,Serbia,2515717731,05820580214501,Email,Targeted Ad,Known Visitior,2023-06-15,05:47:45,112,84,90,14,26,2,4,fakepage.co.uk/main
7428,Flores-Evans,NA,Puerto Rico,7317575087,77317159365478,Organic Search,Google,IP Address,2023-03-16,09:25:57,15,1,2,1,1,0,0,fakepage.co.uk/main
7429,"Roberts, Hancock and Johnson",NA,Bermuda,4068150100,99374515290554,Paid Search,Google,IP Address,2023-10-21,13:11:37,62,1,2,1,1,0,0,fakepage.co.uk/main
7430,"Austin, Faulkner and Hall",EU,Lithuania,3198625193,87256237936597,Paid Search,Google,Known Visitior,2023-11-18,02:00:05,26,80,84,6,15,2,4,fakepage.co.uk/main
7431,Steele Inc,EU,Belarus,0958443594,51024203203171,Organic Search,Google,Known Visitior,2023-05-30,08:11:34,80,16,17,8,4,2,1,fakepage.co.uk/aboutus
7432,"Taylor, Hernandez and Boyer",AS,"Korea, Democratic People's Republic of",1560206886,95548476536494,Organic Social,Facebook,Marketo,2023-11-12,03:07:44,16,2,3,1,2,0,0,fakepage.co.uk/main
7433,Potter Inc,EU,Iceland,2571456283,84095995488042,Organic Search,Google,Known Visitior,2023-05-05,04:30:06,91,6,7,1,4,1,1,fakepage.co.uk/boom
7434,,EU,Luxembourg,1044205308,63021976052854,Paid Search,Google,Marketo,2023-05-03,03:45:02,78,2,3,1,2,0,0,fakepage.co.uk/main
7435,Robertson-Dixon,NA,Saint Vincent and the Grenadines,7085073071,25164629385839,Email,Newsletter,Known Visitior,2023-03-20,08:28:21,130,9,15,10,2,3,0,fakepage.co.uk/main
7436,,NA,Dominican Republic,7698709576,32294502839819,Paid Search,Google,Known Visitior,2023-09-02,19:52:23,105,3,5,1,4,0,0,fakepage.co.uk/main
7437,Taylor-Wood,EU,Belarus,6761069950,02792143306079,Direct,None,Known Visitior,2023-04-09,12:59:11,106,3,4,1,2,1,0,fakepage.co.uk/boom
7438,Anderson-Flores,EU,Jersey,4408956101,85404620974897,Referral,Partner-site,Known Visitior,2023-04-16,21:57:15,85,2,4,1,2,1,0,fakepage.co.uk/main
7439,Hughes-Maldonado,EU,Gibraltar,6423735821,27426769133841,Organic Social,Twitter,IP Address,2023-02-17,03:45:21,111,1,2,1,1,0,0,fakepage.co.uk/main
7440,,AS,Afghanistan,4930049344,75882972428097,Organic Search,Google,Known Visitior,2023-05-16,15:28:53,15,20,28,11,16,1,0,fakepage.co.uk/boom
7441,Arnold Inc,AS,Christmas Island,5300793467,72602268329671,Paid Search,Google,Known Visitior,2023-12-10,18:04:53,190,14,28,13,10,2,3,fakepage.co.uk/products
7442,,EU,Andorra,2287367026,60329111619618,Paid Search,Google,IP Address,2023-01-26,02:28:25,39,1,2,1,1,0,0,fakepage.co.uk/products
7443,,EU,Isle of Man,5356261329,74402815917720,Paid Search,Google,IP Address,2023-09-18,00:06:06,83,1,2,1,1,0,0,fakepage.co.uk/main
7444,"Callahan, Salazar and Jackson",EU,Czechia,2863760019,11045795591997,Organic Search,Google,Known Visitior,2023-11-26,23:11:00,118,5,9,1,2,3,1,fakepage.co.uk/main
7445,"Green, Barnett and Harris",EU,Portugal,4055058289,28328975901383,Paid Search,Google,IP Address,2023-08-20,06:01:57,65,1,2,1,1,0,0,fakepage.co.uk/main
7446,"Johnson, Harrell and Taylor",AS,"Palestine, State of",4834656583,77706369684908,Email,Newsletter,IP Address,2023-07-12,02:54:01,157,1,2,1,1,0,0,fakepage.co.uk/products
7447,,EU,Guernsey,8872525619,24715607187944,Paid Search,Google,Known Visitior,2023-10-03,03:22:40,75,2,3,1,2,0,0,fakepage.co.uk/products
7448,"Walter, Johnson and Molina",EU,France,5560333308,89755385153091,Referral,Partner-site,Known Visitior,2023-07-07,15:58:53,42,4,5,1,3,1,0,fakepage.co.uk/main
7449,"Gordon, Nelson and Strickland",EU,Russian Federation,4408902305,23189515906440,Direct,None,IP Address,2023-05-15,04:00:43,149,1,2,1,1,0,0,fakepage.co.uk/main
7450,Bridges-Robinson,AS,Lebanon,6291152115,43739885659556,Organic Social,Instagram,Known Visitior,2023-02-13,20:10:33,60,3,5,1,2,2,0,fakepage.co.uk/products
7451,Simmons Group,NA,Aruba,8393066654,34811663972289,Paid Search,Bing,Known Visitior,2023-04-16,20:51:42,15,2,3,1,2,0,0,fakepage.co.uk/main
7452,Garcia Group,EU,San Marino,6532345703,00031755555828,Paid Search,Google,Known Visitior,2023-05-06,20:10:18,84,15,17,2,10,1,3,fakepage.co.uk/products
7453,,EU,San Marino,0567955583,63432199719416,Paid Search,Google,Known Visitior,2023-08-18,21:59:54,141,2,4,1,3,0,0,fakepage.co.uk/main
7454,,EU,Isle of Man,2265173136,87760225439419,Direct,None,Known Visitior,2023-04-30,08:51:42,51,98,167,6,57,3,1,fakepage.co.uk/main
7455,,EU,Italy,0456251966,97868890174814,Paid Search,Google,IP Address,2023-12-31,21:42:15,30,1,2,1,1,0,0,fakepage.co.uk/products
7456,,EU,Serbia,1526412144,26885317164162,Organic Social,Instagram,Known Visitior,2023-09-17,15:05:31,141,4,8,1,6,1,0,fakepage.co.uk/main
7457,Snyder and Sons,AS,Mongolia,2022361162,08196215478253,Organic Social,LinkedIn,Known Visitior,2023-06-21,12:59:37,81,11,19,6,11,1,1,fakepage.co.uk/products
7458,"Logan, Williamson and Ford",EU,Netherlands,2507408904,16314588510055,Paid Search,Google,Known Visitior,2023-07-26,13:11:20,87,17,29,9,10,2,3,fakepage.co.uk/boom
